ModuleID,PartID,Correct Answer,First Response Count,Last Response Count,ValueID,AnswerValue,Variant,Problem Display Name,Question
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,7,10,[choice_0|choice_3|choice_4],[Stakeholder|Agile Project Manager|Architecture Lead],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,7,17,[choice_0|choice_1|choice_2],[Stakeholder|Product Owner|Agile Master],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,8,10,[choice_0|choice_3|choice_5],[Stakeholder|Agile Project Manager|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,19,17,[choice_0|choice_4|choice_5],[Stakeholder|Architecture Lead|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,29,33,[choice_3|choice_4|choice_5],[Agile Project Manager|Architecture Lead|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,34,49,[choice_1|choice_4|choice_5],[Product Owner|Architecture Lead|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,63,113,[choice_0|choice_1|choice_3],[Stakeholder|Product Owner|Agile Project Manager],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,127,44,[choice_0|choice_1|choice_4],[Stakeholder|Product Owner|Architecture Lead],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,0,190,50,[choice_0|choice_1|choice_5],[Stakeholder|Product Owner|Technical Expert],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@5c193d6bb93e41fd9b456884d74ced15,5c193d6bb93e41fd9b456884d74ced15_2_1,1,21,127,[choice_1|choice_3|choice_4],[Product Owner|Agile Project Manager|Architecture Lead],,Question 17,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@63f4459904a64337b90fd31928200846,63f4459904a64337b90fd31928200846_2_1,0,7,0,choice_3,Up to 10,,Agile Customer Size,What is the average customer size in Agile projects?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@63f4459904a64337b90fd31928200846,63f4459904a64337b90fd31928200846_2_1,0,10,1,choice_0,Larger than 250,,Agile Customer Size,What is the average customer size in Agile projects?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@63f4459904a64337b90fd31928200846,63f4459904a64337b90fd31928200846_2_1,0,18,1,choice_2,Up to 50,,Agile Customer Size,What is the average customer size in Agile projects?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@63f4459904a64337b90fd31928200846,63f4459904a64337b90fd31928200846_2_1,1,614,647,choice_1,Up to 250,,Agile Customer Size,What is the average customer size in Agile projects?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6469c5bb491848c88ecaed4dc5df6307,6469c5bb491848c88ecaed4dc5df6307_2_1,0,29,0,choice_2,Leadership,,Question 2,What is the most significant reason for a company to adopt Agile?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6469c5bb491848c88ecaed4dc5df6307,6469c5bb491848c88ecaed4dc5df6307_2_1,0,156,0,choice_3,Control,,Question 2,What is the most significant reason for a company to adopt Agile?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6469c5bb491848c88ecaed4dc5df6307,6469c5bb491848c88ecaed4dc5df6307_2_1,0,177,2,choice_1,Innovation,,Question 2,What is the most significant reason for a company to adopt Agile?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6469c5bb491848c88ecaed4dc5df6307,6469c5bb491848c88ecaed4dc5df6307_2_1,1,1296,1656,choice_0,Speed,,Question 2,What is the most significant reason for a company to adopt Agile?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,0,1,[choice_0|choice_1|choice_2|choice_3|choice_4],[Kanban board|Burndown chart|Pair programming|Scrumban board|Gantt chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,1,0,[choice_0|choice_1|choice_3|choice_4],[Kanban board|Burndown chart|Scrumban board|Gantt chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,1,0,[choice_1|choice_2|choice_3],[Burndown chart|Pair programming|Scrumban board],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,1,0,[choice_2],[Pair programming],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,1,0,[choice_2|choice_4],[Pair programming|Gantt chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,1,1,[choice_0|choice_1|choice_4],[Kanban board|Burndown chart|Gantt chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,1,1,[choice_1|choice_4],[Burndown chart|Gantt chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,2,0,[choice_3],[Scrumban board],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,2,0,[choice_4],[Gantt chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,3,0,[choice_0|choice_1|choice_3],[Kanban board|Burndown chart|Scrumban board],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,3,0,[choice_0|choice_3|choice_4],[Kanban board|Scrumban board|Gantt chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,3,1,[choice_1|choice_2],[Burndown chart|Pair programming],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,3,3,[choice_0|choice_4],[Kanban board|Gantt chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,4,1,[choice_2|choice_3],[Pair programming|Scrumban board],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,5,1,[choice_0|choice_2|choice_3],[Kanban board|Pair programming|Scrumban board],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,6,2,[choice_0|choice_2],[Kanban board|Pair programming],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,7,1,[choice_1|choice_3],[Burndown chart|Scrumban board],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,10,0,[choice_0],[Kanban board],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,0,28,1,[choice_0|choice_1],[Kanban board|Burndown chart],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@661cab72055f4d5ca091d5accc7da616,661cab72055f4d5ca091d5accc7da616_2_1,1,516,585,[choice_0|choice_3],[Kanban board|Scrumban board],,WIP,Which of the following are the means of reducing work-in-process (WIP) (choose 2 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6f6e8351575f4597a81bcff85f4669e2,6f6e8351575f4597a81bcff85f4669e2_2_1,0,72,0,choice_2,Constrainedly,,Question 1,"In Agile projects, the features are expected to be developed ___________."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6f6e8351575f4597a81bcff85f4669e2,6f6e8351575f4597a81bcff85f4669e2_2_1,0,138,5,choice_0,Dependently,,Question 1,"In Agile projects, the features are expected to be developed ___________."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6f6e8351575f4597a81bcff85f4669e2,6f6e8351575f4597a81bcff85f4669e2_2_1,0,397,5,choice_3,Evolutionarily,,Question 1,"In Agile projects, the features are expected to be developed ___________."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6f6e8351575f4597a81bcff85f4669e2,6f6e8351575f4597a81bcff85f4669e2_2_1,1,1987,2584,choice_1,Independently,,Question 1,"In Agile projects, the features are expected to be developed ___________."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,0,1,[choice_0|choice_1|choice_3|choice_4|choice_5|choice_6],[Leadership|Agile|Business|Scrum|Amazement|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,0,1,[choice_0|choice_1|choice_4|choice_5|choice_6],[Leadership|Agile|Scrum|Amazement|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,0,1,[choice_1|choice_2|choice_3|choice_4|choice_5|choice_6],[Agile|Engineering|Business|Scrum|Amazement|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,0,1,[choice_2|choice_6],[Engineering|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,0,[choice_0],[Leadership],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,0,[choice_0|choice_1|choice_2|choice_3|choice_6],[Leadership|Agile|Engineering|Business|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,0,[choice_0|choice_1|choice_2|choice_4],[Leadership|Agile|Engineering|Scrum],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,0,[choice_0|choice_2|choice_3|choice_4|choice_6],[Leadership|Engineering|Business|Scrum|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,0,[choice_0|choice_2|choice_4|choice_6],[Leadership|Engineering|Scrum|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,0,[choice_1|choice_3|choice_6],[Agile|Business|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,0,[choice_4|choice_6],[Scrum|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,1,[choice_0|choice_1],[Leadership|Agile],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,1,[choice_0|choice_1|choice_2|choice_3|choice_4],[Leadership|Agile|Engineering|Business|Scrum],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,1,[choice_0|choice_1|choice_2|choice_4|choice_5|choice_6],[Leadership|Agile|Engineering|Scrum|Amazement|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,1,1,[choice_3|choice_6],[Business|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,2,0,[choice_0|choice_1|choice_2],[Leadership|Agile|Engineering],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,2,0,[choice_0|choice_1|choice_3|choice_6],[Leadership|Agile|Business|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,2,0,[choice_1|choice_3],[Agile|Business],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,2,0,[choice_1|choice_3|choice_4],[Agile|Business|Scrum],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,3,0,[choice_0|choice_1|choice_6],[Leadership|Agile|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,3,0,[choice_1|choice_2|choice_4],[Agile|Engineering|Scrum],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,3,0,[choice_4],[Scrum],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,4,0,[choice_0|choice_1|choice_4],[Leadership|Agile|Scrum],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,6,1,[choice_1|choice_6],[Agile|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,7,0,[choice_1|choice_2|choice_3|choice_4|choice_6],[Agile|Engineering|Business|Scrum|Project Management],,Feedback Quiz,Select All That Apply
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@6fa4fb4bce4c4e8a815b31a803d57985,6fa4fb4bce4c4e8a815b31a803d57985_2_1,0,9,4,[choice_1|choice_2|choice_4|choice_6],[Agile|Engineering|Scrum|Project Management],,Feedback Quiz,Select All That Apply
